task_name,agent,runs,success_rate,trace_coverage,mean_tool_call_count,mean_first_edit_step,mean_pre_edit_tool_calls,mean_category_switch_rate,mean_repeated_tool_command_rate,mean_failure_rate,mean_post_failure_intent_entropy,mean_command_intent_entropy,mean_intent_switch_rate
code-from-image,gemini-cli,20,0.85,0.5,1.8,3.875,1.5,0.975,0.1981,0.2074,0.0,1.4683,0.975
code-from-image,goose,15,0.8,0.0,0.0,,,,,,,,
code-from-image,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
code-from-image,judy,5,1.0,0.2,6.4,11.0,9.0,0.6452,0.6562,0.0,,1.3602,0.5161
code-from-image,letta-code,15,0.8667,0.0,0.0,,,,,,,,
code-from-image,mini-swe-agent,75,0.3333,1.0,28.3067,,,0.0,0.1207,0.1168,1.5136,1.365,0.5452
code-from-image,mux,12,1.0,0.0,0.0,,,,,,,,
code-from-image,opencode,1,1.0,0.0,0.0,,,,,,,,
code-from-image,openhands,70,0.5286,0.9857,51.9143,19.8837,14.5349,0.2342,0.5642,0.0649,1.8373,1.961,0.3685
code-from-image,ruley,10,0.8,0.0,0.0,,,,,,,,
code-from-image,sage,5,1.0,0.0,0.0,,,,,,,,
code-from-image,simple_codex,5,1.0,0.0,0.0,,,,,,,,
code-from-image,spoox-m,5,0.6,0.0,0.0,,,,,,,,
code-from-image,terminus-2,201,0.5423,0.9353,27.4925,,,0.1072,0.155,0.0946,1.9927,2.0393,0.685
code-from-image,terminus-3-3,10,1.0,0.6,5.8,,,0.4695,0.2235,0.0556,1.171,1.9254,0.8652
compile-compcert,Factory Droid,25,0.8,0.0,0.0,,,,,,,,
compile-compcert,Junie,5,0.8,0.0,0.0,,,,,,,,
compile-compcert,TerminalBenchAgent,5,0.8,0.0,0.0,,,,,,,,
compile-compcert,ante,5,1.0,0.0,0.0,,,,,,,,
compile-compcert,aone-agent,5,0.0,0.0,0.0,,,,,,,,
compile-compcert,claude-code,35,0.4571,0.8286,46.7143,92.0769,50.2308,0.3365,0.2374,0.1508,2.0924,2.1686,0.6089
compile-compcert,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
compile-compcert,codex,40,0.675,0.5,20.15,,,0.1731,0.1161,0.1982,1.1967,1.2913,0.4225
compile-compcert,deepagent-harbor,5,0.8,1.0,89.8,74.2,71.8,0.3439,0.1822,0.1606,1.9546,1.927,0.5205
compile-compcert,final,2,1.0,0.0,0.0,,,,,,,,
compile-compcert,forge,5,1.0,0.0,0.0,,,,,,,,
compile-compcert,gemini-cli,20,0.1,0.5,13.2,,,0.193,0.1792,0.5486,1.6327,1.6618,0.5559
compile-compcert,goose,15,0.4667,0.0,0.0,,,,,,,,
compile-compcert,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
compile-compcert,judy,5,1.0,0.2,12.4,29.0,32.0,0.1639,0.9032,0.1452,0.4534,0.515,0.1311
compile-compcert,letta-code,15,0.8667,0.0,0.0,,,,,,,,
compile-compcert,mini-swe-agent,75,0.0533,1.0,68.7733,,,0.0,0.099,0.2336,1.8294,1.8319,0.5401
compile-compcert,mux,12,0.1667,0.0,0.0,,,,,,,,
compile-compcert,opencode,1,1.0,0.0,0.0,,,,,,,,
compile-compcert,openhands,70,0.0429,0.9571,89.1429,27.5862,20.8276,0.1273,0.5648,0.068,2.0019,2.1073,0.3446
compile-compcert,ruley,10,0.8,0.0,0.0,,,,,,,,
compile-compcert,sage,5,1.0,0.0,0.0,,,,,,,,
compile-compcert,simple_codex,5,1.0,0.0,0.0,,,,,,,,
compile-compcert,spoox-m,5,0.0,0.0,0.0,,,,,,,,
compile-compcert,terminus-2,196,0.3469,0.9235,78.9847,,,0.023,0.3797,0.1312,2.0991,2.0608,0.6156
compile-compcert,terminus-3-3,10,0.8,0.8,135.8,,,0.0082,0.6598,0.0947,1.3517,1.4099,0.3522
configure-git-webserver,Factory Droid,25,0.64,0.0,0.0,,,,,,,,
configure-git-webserver,Junie,5,0.8,0.0,0.0,,,,,,,,
configure-git-webserver,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
configure-git-webserver,ante,5,0.2,0.0,0.0,,,,,,,,
configure-git-webserver,aone-agent,5,0.6,0.0,0.0,,,,,,,,
configure-git-webserver,claude-code,35,0.2,0.8571,18.3429,15.3333,6.8333,0.6018,0.2692,0.0813,2.0466,1.8487,0.7526
configure-git-webserver,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
configure-git-webserver,codex,40,0.425,0.425,3.65,,,0.2743,0.097,0.1591,1.059,0.9815,0.5338
configure-git-webserver,deepagent-harbor,5,0.8,1.0,19.4,15.6667,13.6667,0.3334,0.1151,0.1825,2.009,2.0499,0.5776
configure-git-webserver,final,5,0.0,0.0,0.0,,,,,,,,
configure-git-webserver,forge,5,1.0,0.0,0.0,,,,,,,,
configure-git-webserver,gemini-cli,20,0.3,0.45,6.0,5.0,4.0,0.2039,0.1791,0.6536,1.8751,1.8692,0.7855
configure-git-webserver,goose,15,0.6667,0.0,0.0,,,,,,,,
configure-git-webserver,ii-agent-simple,5,0.6,0.0,0.0,,,,,,,,
configure-git-webserver,judy,5,0.8,0.4,27.6,12.5,16.5,0.184,0.9275,0.0218,0.5225,0.544,0.1471
configure-git-webserver,letta-code,15,0.3333,0.0,0.0,,,,,,,,
configure-git-webserver,mini-swe-agent,75,0.36,1.0,15.6533,,,0.0,0.0402,0.1744,1.669,1.6914,0.5793
configure-git-webserver,mux,12,0.0833,0.0,0.0,,,,,,,,
configure-git-webserver,opencode,1,0.0,0.0,0.0,,,,,,,,
configure-git-webserver,openhands,69,0.5652,0.9855,53.6957,27.9455,17.1636,0.2252,0.5548,0.0459,2.1911,2.0708,0.3575
configure-git-webserver,ruley,10,0.5,0.0,0.0,,,,,,,,
configure-git-webserver,sage,5,1.0,0.0,0.0,,,,,,,,
configure-git-webserver,simple_codex,5,0.0,0.0,0.0,,,,,,,,
configure-git-webserver,spoox-m,5,1.0,0.0,0.0,,,,,,,,
configure-git-webserver,terminus-2,207,0.6715,0.9275,31.628,,,0.0701,0.187,0.0933,1.9434,2.037,0.6209
configure-git-webserver,terminus-3-3,10,0.4,0.7,35.7,,,0.0648,0.255,0.1074,2.2274,2.2392,0.7203
constraints-scheduling,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,Junie,5,0.8,0.0,0.0,,,,,,,,
constraints-scheduling,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,ante,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,aone-agent,5,0.2,0.0,0.0,,,,,,,,
constraints-scheduling,claude-code,35,0.8286,0.8571,5.8857,11.8621,4.4828,0.5161,0.1974,0.0051,1.711,1.2337,0.5161
constraints-scheduling,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,codex,40,0.9,0.5,2.45,,,0.196,0.0932,0.0,,1.1075,0.7948
constraints-scheduling,deepagent-harbor,5,1.0,1.0,7.4,3.8,3.4,0.56,0.0364,0.0,,1.4257,0.56
constraints-scheduling,final,2,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,forge,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,gemini-cli,20,0.9,0.5,4.3,3.1429,1.8571,0.5851,0.3553,0.1843,1.3016,1.4316,0.6187
constraints-scheduling,goose,15,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,judy,5,1.0,0.2,5.8,7.0,8.0,0.5,0.6207,0.0,,1.6205,0.4643
constraints-scheduling,letta-code,15,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,mini-swe-agent,75,0.84,1.0,7.28,,,0.0,0.0373,0.0904,1.1458,1.2887,0.7023
constraints-scheduling,mux,12,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,opencode,1,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,openhands,70,0.9143,0.9857,23.1,7.5738,1.9016,0.2234,0.6539,0.0184,1.673,1.3764,0.2668
constraints-scheduling,ruley,10,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,sage,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,simple_codex,5,1.0,0.0,0.0,,,,,,,,
constraints-scheduling,spoox-m,5,0.6,0.0,0.0,,,,,,,,
constraints-scheduling,terminus-2,207,0.8647,0.9227,10.5942,,,0.1693,0.154,0.0184,1.8757,1.7288,0.5428
constraints-scheduling,terminus-3-3,10,1.0,0.6,10.4,,,0.1258,0.1805,0.0172,2.3685,2.4418,0.7357
count-dataset-tokens,Factory Droid,25,0.84,0.0,0.0,,,,,,,,
count-dataset-tokens,Junie,5,1.0,0.0,0.0,,,,,,,,
count-dataset-tokens,TerminalBenchAgent,5,0.2,0.0,0.0,,,,,,,,
count-dataset-tokens,ante,5,0.8,0.0,0.0,,,,,,,,
count-dataset-tokens,aone-agent,5,0.6,0.0,0.0,,,,,,,,
count-dataset-tokens,claude-code,35,0.4286,0.8571,11.7714,13.8571,4.75,0.7192,0.2734,0.0701,1.8604,2.0877,0.8782
count-dataset-tokens,claude-code-enhanced,4,0.25,0.0,0.0,,,,,,,,
count-dataset-tokens,codex,40,0.45,0.5,9.15,,,0.1148,0.0798,0.156,1.3338,1.4028,0.5364
count-dataset-tokens,deepagent-harbor,5,1.0,1.0,15.4,14.0,12.0,0.3963,0.0814,0.1814,1.684,1.8271,0.6342
count-dataset-tokens,final,2,1.0,0.0,0.0,,,,,,,,
count-dataset-tokens,forge,5,1.0,0.0,0.0,,,,,,,,
count-dataset-tokens,gemini-cli,20,0.4,0.5,8.4,6.4444,5.4444,0.6736,0.3848,0.2178,1.6664,1.8867,0.7838
count-dataset-tokens,goose,15,0.1333,0.0,0.0,,,,,,,,
count-dataset-tokens,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
count-dataset-tokens,judy,5,1.0,0.4,13.4,6.5,5.0,0.5897,0.6338,0.0625,1.4517,1.5638,0.5256
count-dataset-tokens,letta-code,15,0.4667,0.0,0.0,,,,,,,,
count-dataset-tokens,mini-swe-agent,75,0.12,1.0,11.36,,,0.0,0.0572,0.0902,1.5223,1.5707,0.688
count-dataset-tokens,mux,12,0.8333,0.0,0.0,,,,,,,,
count-dataset-tokens,opencode,1,0.0,0.0,0.0,,,,,,,,
count-dataset-tokens,openhands,70,0.1429,1.0,55.0714,29.9444,24.3889,0.2253,0.5828,0.0866,1.9407,2.0311,0.3663
count-dataset-tokens,ruley,10,0.8,0.0,0.0,,,,,,,,
count-dataset-tokens,sage,5,1.0,0.0,0.0,,,,,,,,
count-dataset-tokens,simple_codex,5,1.0,0.0,0.0,,,,,,,,
count-dataset-tokens,spoox-m,5,0.0,0.0,0.0,,,,,,,,
count-dataset-tokens,terminus-2,205,0.3805,0.9317,17.6439,,,0.1337,0.156,0.0604,1.9155,2.0751,0.7478
count-dataset-tokens,terminus-3-3,10,0.9,0.9,27.3,,,0.1765,0.2523,0.0633,2.0049,2.1851,0.6267
crack-7z-hash,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,Junie,5,0.8,0.0,0.0,,,,,,,,
crack-7z-hash,TerminalBenchAgent,5,0.6,0.0,0.0,,,,,,,,
crack-7z-hash,ante,5,0.4,0.0,0.0,,,,,,,,
crack-7z-hash,aone-agent,5,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,claude-code,35,0.8857,0.8571,24.0857,45.6207,22.2759,0.2367,0.1426,0.2174,2.2182,2.2343,0.6934
crack-7z-hash,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,codex,40,0.8,0.5,9.525,,,0.0363,0.0598,0.1963,1.754,1.8268,0.6545
crack-7z-hash,deepagent-harbor,5,0.8,1.0,16.2,19.5,17.5,0.3248,0.0888,0.2061,2.0348,2.0237,0.6002
crack-7z-hash,final,2,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,forge,5,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,gemini-cli,20,0.35,0.45,4.55,5.0,4.0,0.1019,0.0146,0.6592,0.9865,1.4951,0.8146
crack-7z-hash,goose,15,0.8,0.0,0.0,,,,,,,,
crack-7z-hash,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,judy,5,1.0,0.2,7.4,22.0,22.0,0.1944,0.8378,0.1351,0.5579,0.6563,0.1667
crack-7z-hash,letta-code,15,0.6667,0.0,0.0,,,,,,,,
crack-7z-hash,mini-swe-agent,75,0.1067,1.0,60.5067,,,0.0,0.0689,0.341,1.466,1.5765,0.5162
crack-7z-hash,mux,12,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,opencode,1,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,openhands,69,0.3913,0.971,123.8696,58.0,50.6944,0.0448,0.5706,0.0934,1.8778,2.1564,0.3129
crack-7z-hash,ruley,10,0.8,0.0,0.0,,,,,,,,
crack-7z-hash,sage,5,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,simple_codex,5,1.0,0.0,0.0,,,,,,,,
crack-7z-hash,spoox-m,5,0.2,0.0,0.0,,,,,,,,
crack-7z-hash,terminus-2,205,0.561,0.9122,52.4585,,,0.0524,0.2983,0.2122,2.1175,2.1963,0.618
crack-7z-hash,terminus-3-3,10,0.8,0.9,52.0,,,0.0377,0.3739,0.0837,2.1278,2.241,0.5956
custom-memory-heap-crash,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,Junie,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,ante,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,aone-agent,5,0.8,0.0,0.0,,,,,,,,
custom-memory-heap-crash,claude-code,35,0.8857,0.8286,30.6571,27.2759,14.4828,0.4548,0.3273,0.2006,2.0967,2.1738,0.6214
custom-memory-heap-crash,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,codex,40,0.775,0.375,5.45,,,0.1002,0.1694,0.2329,1.8604,2.0688,0.785
custom-memory-heap-crash,deepagent-harbor,5,1.0,1.0,40.8,11.8,11.0,0.2426,0.4958,0.2333,1.8215,1.8729,0.5114
custom-memory-heap-crash,final,2,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,forge,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,gemini-cli,20,0.6,0.45,7.85,6.8333,6.0,0.4016,0.4251,0.3438,1.3688,1.77,0.7262
custom-memory-heap-crash,goose,15,0.8667,0.0,0.0,,,,,,,,
custom-memory-heap-crash,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,judy,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,letta-code,15,0.8,0.0,0.0,,,,,,,,
custom-memory-heap-crash,mini-swe-agent,75,0.4933,1.0,17.8,,,0.0,0.1147,0.2335,1.3805,1.63,0.6221
custom-memory-heap-crash,mux,12,0.9167,0.0,0.0,,,,,,,,
custom-memory-heap-crash,opencode,1,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,openhands,69,0.4928,0.9855,67.4638,9.7727,4.1515,0.2342,0.6982,0.1389,1.882,1.9468,0.3463
custom-memory-heap-crash,ruley,10,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,sage,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,simple_codex,5,1.0,0.0,0.0,,,,,,,,
custom-memory-heap-crash,spoox-m,5,0.8,0.0,0.0,,,,,,,,
custom-memory-heap-crash,terminus-2,201,0.6567,0.9154,45.9552,,,0.047,0.3914,0.2126,1.7401,1.9428,0.587
custom-memory-heap-crash,terminus-3-3,10,1.0,0.7,26.9,,,0.0898,0.2779,0.135,2.3001,2.2604,0.6662
db-wal-recovery,Factory Droid,25,0.08,0.0,0.0,,,,,,,,
db-wal-recovery,Junie,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,ante,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,aone-agent,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,claude-code,35,0.0,0.8286,42.7143,67.3333,35.8333,0.1927,0.0777,0.1516,2.1977,2.2719,0.6827
db-wal-recovery,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
db-wal-recovery,codex,40,0.15,0.475,11.85,,,0.0275,0.0296,0.1769,1.7784,1.8885,0.6418
db-wal-recovery,deepagent-harbor,5,0.6,1.0,7.0,,,0.2685,0.075,0.162,1.6191,1.7383,0.6528
db-wal-recovery,final,2,1.0,0.0,0.0,,,,,,,,
db-wal-recovery,forge,5,1.0,0.0,0.0,,,,,,,,
db-wal-recovery,gemini-cli,20,0.0,0.5,17.55,12.25,11.25,0.3876,0.2513,0.6722,1.5815,1.6317,0.5919
db-wal-recovery,goose,15,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
db-wal-recovery,judy,5,1.0,0.6,21.0,21.5,23.5,0.3518,0.8144,0.0946,1.0721,0.9677,0.3031
db-wal-recovery,letta-code,15,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,mini-swe-agent,75,0.0267,1.0,25.9733,,,0.0,0.0897,0.2455,1.652,1.7241,0.5824
db-wal-recovery,mux,12,0.4167,0.0,0.0,,,,,,,,
db-wal-recovery,opencode,1,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,openhands,69,0.029,0.9565,70.2754,18.6667,13.5238,0.1472,0.5271,0.0681,2.1941,2.1851,0.3626
db-wal-recovery,ruley,10,0.1,0.0,0.0,,,,,,,,
db-wal-recovery,sage,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,simple_codex,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,spoox-m,5,0.0,0.0,0.0,,,,,,,,
db-wal-recovery,terminus-2,202,0.0495,0.9059,51.8069,,,0.0458,0.1658,0.1689,1.9619,1.9924,0.5682
db-wal-recovery,terminus-3-3,10,0.1,0.9,71.5,,,0.0103,0.0856,0.2126,2.295,2.3017,0.6596
distribution-search,Factory Droid,25,0.96,0.0,0.0,,,,,,,,
distribution-search,Junie,5,0.8,0.0,0.0,,,,,,,,
distribution-search,TerminalBenchAgent,5,0.8,0.0,0.0,,,,,,,,
distribution-search,ante,5,1.0,0.0,0.0,,,,,,,,
distribution-search,aone-agent,5,0.0,0.0,0.0,,,,,,,,
distribution-search,claude-code,35,0.6286,0.8571,20.6286,7.6333,1.0667,0.659,0.4854,0.0282,1.2047,1.4118,0.6817
distribution-search,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
distribution-search,codex,40,0.825,0.4,4.2,,,0.1808,0.1899,0.0881,1.0709,1.2611,0.8273
distribution-search,deepagent-harbor,5,1.0,1.0,16.6,13.4,11.4,0.2274,0.0095,0.0268,0.817,0.8875,0.369
distribution-search,final,2,1.0,0.0,0.0,,,,,,,,
distribution-search,forge,5,1.0,0.0,0.0,,,,,,,,
distribution-search,gemini-cli,20,0.45,0.45,5.45,1.25,0.125,0.9167,0.6098,0.3585,0.9536,0.9454,1.0
distribution-search,goose,15,0.8,0.0,0.0,,,,,,,,
distribution-search,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
distribution-search,judy,5,1.0,0.8,17.6,5.0,2.0,0.7851,0.6712,0.0917,1.4307,1.474,0.6891
distribution-search,letta-code,15,1.0,0.0,0.0,,,,,,,,
distribution-search,mini-swe-agent,75,0.44,1.0,13.8267,,,0.0,0.067,0.2598,0.9821,1.1122,0.5489
distribution-search,mux,12,1.0,0.0,0.0,,,,,,,,
distribution-search,opencode,1,1.0,0.0,0.0,,,,,,,,
distribution-search,openhands,70,0.4,0.9857,55.9143,9.3509,3.7719,0.2695,0.6039,0.1125,1.8896,1.8928,0.3845
distribution-search,ruley,10,1.0,0.0,0.0,,,,,,,,
distribution-search,sage,5,1.0,0.0,0.0,,,,,,,,
distribution-search,simple_codex,5,1.0,0.0,0.0,,,,,,,,
distribution-search,spoox-m,5,1.0,0.0,0.0,,,,,,,,
distribution-search,terminus-2,201,0.5622,0.9104,31.4975,,,0.1572,0.2604,0.1288,1.7687,1.7356,0.7696
distribution-search,terminus-3-3,10,1.0,1.0,10.4,,,0.2856,0.1919,0.0,,1.9153,0.613
dna-assembly,Factory Droid,25,0.24,0.0,0.0,,,,,,,,
dna-assembly,Junie,5,0.4,0.0,0.0,,,,,,,,
dna-assembly,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
dna-assembly,ante,5,0.4,0.0,0.0,,,,,,,,
dna-assembly,aone-agent,5,0.0,0.0,0.0,,,,,,,,
dna-assembly,claude-code,35,0.0571,0.8286,29.9143,41.3333,19.6667,0.4693,0.1709,0.1494,1.7839,1.8834,0.6241
dna-assembly,claude-code-enhanced,5,0.2,0.0,0.0,,,,,,,,
dna-assembly,codex,40,0.0,0.5,18.15,,,0.001,0.0073,0.0809,1.2356,1.3583,0.3965
dna-assembly,deepagent-harbor,4,0.0,1.0,28.75,36.0,34.0,0.14,0.0762,0.2531,0.9311,1.0105,0.2121
dna-assembly,final,5,0.0,0.0,0.0,,,,,,,,
dna-assembly,forge,5,0.4,0.0,0.0,,,,,,,,
dna-assembly,gemini-cli,20,0.05,0.5,5.85,5.5714,4.4286,0.5381,0.2567,0.3706,1.4338,1.8438,0.6872
dna-assembly,goose,15,0.0,0.0,0.0,,,,,,,,
dna-assembly,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
dna-assembly,judy,5,0.0,0.4,11.6,14.0,15.0,0.3816,0.7208,0.0278,1.75,1.4168,0.3688
dna-assembly,letta-code,15,0.2,0.0,0.0,,,,,,,,
dna-assembly,mini-swe-agent,74,0.0,1.0,14.1622,,,0.0,0.0828,0.1648,1.0906,1.2886,0.501
dna-assembly,mux,12,0.4167,0.0,0.0,,,,,,,,
dna-assembly,opencode,1,1.0,0.0,0.0,,,,,,,,
dna-assembly,openhands,69,0.0,0.971,58.5507,9.5333,3.3667,0.1874,0.6113,0.0766,1.8845,1.9311,0.2895
dna-assembly,ruley,10,0.2,0.0,0.0,,,,,,,,
dna-assembly,sage,5,0.2,0.0,0.0,,,,,,,,
dna-assembly,simple_codex,5,0.8,0.0,0.0,,,,,,,,
dna-assembly,spoox-m,5,0.0,0.0,0.0,,,,,,,,
dna-assembly,terminus-2,205,0.0341,0.8878,26.5415,,,0.1146,0.151,0.0482,1.7898,1.9592,0.6786
dna-assembly,terminus-3-3,10,0.5,0.7,23.9,,,0.0969,0.0889,0.0667,1.9964,2.0727,0.5962
dna-insert,Factory Droid,25,0.16,0.0,0.0,,,,,,,,
dna-insert,Junie,5,0.0,0.0,0.0,,,,,,,,
dna-insert,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
dna-insert,ante,5,0.0,0.0,0.0,,,,,,,,
dna-insert,aone-agent,5,0.0,0.0,0.0,,,,,,,,
dna-insert,claude-code,35,0.0,0.8571,23.3714,18.0435,7.913,0.4818,0.1321,0.1135,1.9289,2.0842,0.6949
dna-insert,claude-code-enhanced,5,0.2,0.0,0.0,,,,,,,,
dna-insert,codex,40,0.0,0.475,8.8,,,0.0456,0.0351,0.1626,1.2513,1.5783,0.4983
dna-insert,deepagent-harbor,5,0.2,1.0,38.2,25.8,23.8,0.2519,0.0947,0.1519,1.0679,1.2602,0.2834
dna-insert,final,5,0.0,0.0,0.0,,,,,,,,
dna-insert,forge,5,0.4,0.0,0.0,,,,,,,,
dna-insert,gemini-cli,20,0.0,0.5,6.9,9.5,8.5,0.3447,0.3927,0.3212,1.7163,1.699,0.4828
dna-insert,goose,15,0.0667,0.0,0.0,,,,,,,,
dna-insert,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
dna-insert,judy,5,0.6,0.4,18.6,15.0,17.5,0.4896,0.7165,0.0278,1.4028,1.3854,0.4801
dna-insert,letta-code,15,0.1333,0.0,0.0,,,,,,,,
dna-insert,mini-swe-agent,75,0.0133,1.0,18.3067,,,0.0,0.0366,0.2659,1.5545,1.7001,0.5655
dna-insert,mux,12,0.25,0.0,0.0,,,,,,,,
dna-insert,opencode,1,0.0,0.0,0.0,,,,,,,,
dna-insert,openhands,69,0.0145,0.9855,45.913,6.7,1.2,0.2191,0.6349,0.0751,1.7519,1.9619,0.3188
dna-insert,ruley,10,0.2,0.0,0.0,,,,,,,,
dna-insert,sage,5,0.0,0.0,0.0,,,,,,,,
dna-insert,simple_codex,4,1.0,0.0,0.0,,,,,,,,
dna-insert,spoox-m,5,0.0,0.0,0.0,,,,,,,,
dna-insert,terminus-2,200,0.04,0.9,30.04,,,0.0843,0.1766,0.0572,1.9877,2.1732,0.7363
dna-insert,terminus-3-3,10,0.5,0.6,10.7,,,0.1,0.1675,0.0389,1.6422,2.1051,0.6422
extract-elf,Factory Droid,25,0.68,0.0,0.0,,,,,,,,
extract-elf,Junie,5,0.4,0.0,0.0,,,,,,,,
extract-elf,TerminalBenchAgent,5,0.4,0.0,0.0,,,,,,,,
extract-elf,ante,5,0.8,0.0,0.0,,,,,,,,
extract-elf,aone-agent,5,0.8,0.0,0.0,,,,,,,,
extract-elf,claude-code,35,0.5429,0.8,13.7714,13.9286,5.8571,0.3414,0.0647,0.1172,1.7248,1.8297,0.523
extract-elf,claude-code-enhanced,4,0.25,0.0,0.0,,,,,,,,
extract-elf,codex,40,0.475,0.35,1.275,,,0.2792,0.0641,0.0417,0.7925,1.2714,0.8892
extract-elf,deepagent-harbor,5,0.8,1.0,16.0,10.6,9.2,0.3186,0.0,0.1015,1.6928,1.8449,0.5969
extract-elf,final,5,0.0,0.0,0.0,,,,,,,,
extract-elf,forge,5,1.0,0.0,0.0,,,,,,,,
extract-elf,gemini-cli,20,0.1,0.5,4.85,2.4,1.4,0.8802,0.2541,0.359,1.3544,1.6914,0.8923
extract-elf,goose,15,0.4667,0.0,0.0,,,,,,,,
extract-elf,ii-agent-simple,5,0.6,0.0,0.0,,,,,,,,
extract-elf,judy,5,1.0,0.4,22.8,7.0,10.0,0.3693,0.8423,0.0,,1.0017,0.336
extract-elf,letta-code,15,0.9333,0.0,0.0,,,,,,,,
extract-elf,mini-swe-agent,75,0.3333,1.0,10.1733,,,0.0,0.0628,0.0685,1.3732,1.5801,0.6637
extract-elf,mux,12,0.0,0.0,0.0,,,,,,,,
extract-elf,opencode,1,0.0,0.0,0.0,,,,,,,,
extract-elf,openhands,70,0.2429,1.0,42.0429,14.5873,9.2698,0.2294,0.5143,0.0533,1.8826,1.9952,0.349
extract-elf,ruley,10,0.7,0.0,0.0,,,,,,,,
extract-elf,sage,5,1.0,0.0,0.0,,,,,,,,
extract-elf,simple_codex,5,0.8,0.0,0.0,,,,,,,,
extract-elf,spoox-m,5,0.4,0.0,0.0,,,,,,,,
extract-elf,terminus-2,196,0.4031,0.9082,23.4541,,,0.1182,0.1705,0.0621,1.9651,2.0297,0.6361
extract-elf,terminus-3-3,10,0.8,0.5,14.2,,,0.112,0.1003,0.0741,2.246,2.2666,0.7321
extract-moves-from-video,Factory Droid,25,0.08,0.0,0.0,,,,,,,,
extract-moves-from-video,Junie,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,ante,5,0.2,0.0,0.0,,,,,,,,
extract-moves-from-video,aone-agent,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,claude-code,35,0.0,0.5429,15.6571,46.3333,20.7778,0.3245,0.1527,0.2294,2.1617,2.2047,0.6249
